CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41670151,CAFE OLIVIERO,Manhattan,850,7 AVENUE,10019.0,2125821902,American,03/30/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10.0,A,03/30/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.763935467821,-73.981192242009,105.0,4.0,13700.0,1024854.0,1010260032.0,MN17
50073990,MOTTLEY KITCHEN,Bronx,402,E 140TH ST,10454.0,9293082099,American,08/16/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13.0,A,08/16/2018,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.810150929334,-73.921382225838,201.0,8.0,3900.0,2000283.0,2022840009.0,BX39
41457451,COPPOLA'S,Manhattan,206,WEST   79 STREET,10024.0,2128773840,Italian,01/11/2017,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,12.0,A,01/11/2017,09/18/2019,Cycle Inspection / Re-inspection,40.783302031984,-73.978738500306,107.0,6.0,16700.0,1030910.0,1011700037.0,MN12
50049019,TERRIFIC  WINGS,Manhattan,1901,LEXINGTON AVE,10035.0,6465599306,American,03/28/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10.0,A,03/28/2019,09/18/2019,Cycle Inspection / Re-inspection,40.800061779922,-73.94054810460301,111.0,8.0,18200.0,1054348.0,1017670021.0,MN34
40864834,ALMAR,Brooklyn,111,FRONT STREET,11201.0,7188555288,American,02/02/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,45.0,C,02/02/2016,09/18/2019,Cycle Inspection / Re-inspection,40.702503157974,-73.988974639303,302.0,33.0,2100.0,3000088.0,3000380001.0,BK38
50056918,TIM HO WAN,Manhattan,85,4TH AVE,10003.0,2122282800,Chinese,03/01/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,22.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.731696629805,-73.990275951973,103.0,2.0,4200.0,1008968.0,1005560001.0,MN22
50073979,LECHONERA POLLO SABROSO RESTAURANT,Bronx,1089,SOUTHERN BLVD,10459.0,3475977110,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/03/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,11.0,A,06/03/2019,09/18/2019,Cycle Inspection / Re-inspection,40.8258241883,-73.89192963841501,202.0,17.0,12701.0,2005806.0,2027270045.0,BX27
50059047,JJ Kitchen,Brooklyn,475A,MYRTLE AVE,11205.0,7186360602,Chinese,01/28/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,10.0,A,01/28/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.693399810788996,-73.96628295859101,302.0,35.0,19100.0,3054456.0,3018900087.0,BK69
41517086,GIUSEPPINA'S BRICK OVEN,Brooklyn,691,6 AVENUE,11215.0,7184995052,Pizza,11/29/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,39.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.660483551888,-73.990715286259,307.0,38.0,14700.0,3017424.0,3008920010.0,BK32
41456654,CAFE ARGENTINO,Brooklyn,499,GRAND STREET,11211.0,7187829477,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/27/2016,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",N,,,,09/18/2019,Smoke-Free Air Act / Initial Inspection,40.710949940296004,-73.951196560738,301.0,34.0,51300.0,3062729.0,3023870020.0,BK73
50016060,SENN THAI COMFORT FOOD,Manhattan,452,AMSTERDAM AVE,10024.0,2125417755,Thai,12/12/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,18.0,B,12/12/2016,09/18/2019,Cycle Inspection / Re-inspection,40.784901898592,-73.977055226234,107.0,6.0,16700.0,1032686.0,1012290035.0,MN12
50055243,THAI VILLA,Manhattan,5,E 19TH ST,10003.0,2128029999,Thai,09/19/2016,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,2.0,,,09/18/2019,Pre-permit (Non-operational) / Initial Inspection,40.738887964178,-73.990910007071,105.0,2.0,5200.0,1016158.0,1008480006.0,MN13
41529148,THE ORIGINAL VINCENT'S ESTABLISH 1904,Manhattan,119,MOTT STREET,10013.0,2122268133,Italian,03/02/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.717706933005,-73.99721507113699,102.0,1.0,4100.0,1079531.0,1002050019.0,MN24
50056918,TIM HO WAN,Manhattan,85,4TH AVE,10003.0,2122282800,Chinese,09/04/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,57.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.731696629805,-73.990275951973,103.0,2.0,4200.0,1008968.0,1005560001.0,MN22
41430956,TJ'S TASTY CORNER,Brooklyn,2225,TILDEN AVENUE,11226.0,7184844783,Caribbean,07/30/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,55.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.646600730578,-73.956296004448,314.0,40.0,79400.0,3117698.0,3051260059.0,BK95
50059759,Wickedness Bar and Lounge,Queens,17102,JAMAICA AVE,11432.0,7184139994,"Bottled beverages, including water, sodas, juices, etc.",04/16/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7.0,A,04/16/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.707468959811,-73.788583423129,412.0,27.0,44400.0,4217492.0,4102120015.0,QN61
41492331,SANDRO'S LATIN FOOD RESTAURANT,Queens,2703,23 AVENUE,11105.0,7186062323,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/13/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,N,11.0,A,11/13/2018,09/18/2019,Cycle Inspection / Re-inspection,40.775952356976,-73.915115056138,401.0,22.0,10100.0,4018161.0,4008550001.0,QN72
41645430,LITTLE ZELDA,Brooklyn,728,FRANKLIN AVENUE,11238.0,6463207347,Café/Coffee/Tea,06/13/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,32.0,C,06/13/2019,09/18/2019,Cycle Inspection / Re-inspection,40.673645267146,-73.956901884136,308.0,35.0,21700.0,3029282.0,3011680055.0,BK61
50001966,CONTRA,Manhattan,138,ORCHARD ST,10002.0,2124664633,American,04/14/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,26.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.720017557116996,-73.989245904287,103.0,1.0,1800.0,1005308.0,1004100010.0,MN27
41391794,BEST PIZZA ON 1ST.,Manhattan,1038,1 AVENUE,10022.0,2126448400,Pizza,05/13/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,11.0,A,05/13/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.758057289797,-73.963088080754,106.0,5.0,10601.0,1040466.0,1013680001.0,MN19
40831475,ROSARIO DELI,Queens,2255,31 STREET,11105.0,7187282920,Delicatessen,01/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.774981170663,-73.912076226571,401.0,22.0,11500.0,4017050.0,4008330013.0,QN72
50036443,KENNEDY FRIED CHICKEN,Queens,9110,SUTPHIN BLVD,11435.0,7186576777,Chicken,12/10/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,33.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.701047162339,-73.807859106445,412.0,24.0,21200.0,4213904.0,4099880037.0,QN61
41533270,PORSENA,Manhattan,2123,EAST    7 STREET,,2122284923,Italian,05/18/2019,No violations were recorded at the time of this inspection.,,,,0.0,,,09/18/2019,Inter-Agency Task Force / Initial Inspection,0.0,0.0,,,,,1.0,
41632513,VILLAGE TAVERNA GREEK GRILL,Manhattan,81,UNIVERSITY PLACE,10003.0,2129823457,Greek,08/08/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.733428786732,-73.993194792899,102.0,2.0,6100.0,1009127.0,1005630001.0,MN23
50042549,VANESSA DUMPLINGS,Manhattan,118A,ELDRIDGE ST,10002.0,2126258008,Chinese,05/14/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10.0,A,05/14/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.718272102307,-73.99189044898401,103.0,1.0,1800.0,1005433.0,1004130008.0,MN27
41409441,GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013.0,2122261886,Bakery,08/09/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,30.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.718681310365,-73.996645049413,102.0,1.0,4100.0,1079581.0,1002370019.0,MN24
50054137,FORDHAM U - COSI AT CAMPBELL HALL,Bronx,441,E FORDHAM RD,10458.0,2152383269,Café/Coffee/Tea,01/16/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7.0,A,01/16/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.860726736162,-73.889533661913,206.0,15.0,39700.0,2102025.0,2032730001.0,BX06
40385774,PARK PLAZA RESTAURANT,Brooklyn,220,CADMAN PLAZA WEST,11201.0,7185965900,American,09/16/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Y,84.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.697845490794,-73.991434937772,302.0,33.0,100.0,3339177.0,3002170001.0,BK09
41286021,DUNKIN',Bronx,2241,SOUTHERN BOULEVARD,10460.0,7182204019,Donuts,10/24/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,27.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.84867637777,-73.88300056479,206.0,15.0,39300.0,2102581.0,2031120038.0,BX06
40368374,JIMMY'S CORNER,Manhattan,140,WEST   44 STREET,10036.0,2122219510,American,08/22/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.756612923674,-73.984331004337,105.0,4.0,11900.0,1022619.0,1009960050.0,MN17
50049997,AAHAR,Manhattan,10,MURRAY ST,10007.0,6466493374,Indian,11/26/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3.0,A,11/26/2018,09/18/2019,Cycle Inspection / Re-inspection,40.713290370843,-74.00777347475099,101.0,1.0,2100.0,1001399.0,1001240004.0,MN24
50044413,LEILANY'S BAKERY,Queens,11402,JAMAICA AVE,11418.0,3472359423,Bakery,12/29/2017,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",N,,,,09/18/2019,Trans Fat / Initial Inspection,40.698325023662,-73.834709235504,409.0,29.0,12400.0,4194978.0,4093040001.0,QN54
41028321,D'ANGELO'S PIZZA,Bronx,902,EAST GUN HILL ROAD,10469.0,7183256448,Pizza,09/28/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10.0,A,09/28/2017,09/18/2019,Cycle Inspection / Re-inspection,40.875395632741,-73.860244805617,212.0,12.0,37000.0,,2.0,BX44
41043903,DUNKIN',Manhattan,127,EAST   23 STREET,10010.0,2126773100,Donuts,02/16/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,32.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.739694326963,-73.98517580598,105.0,2.0,6800.0,1018039.0,1008790015.0,MN21
50069122,JIN RAMEN & SUSHI,Queens,6641,FRESH POND RD,11385.0,3479873959,Japanese,05/09/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13.0,A,05/09/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.707656475207,-73.897503414928,405.0,30.0,61301.0,4087716.0,4036140010.0,QN20
41649154,LA COCINA II RESTAURANT,Brooklyn,100,MOORE STREET,11206.0,7183870330,Spanish,04/28/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.703841962593,-73.941550340029,301.0,34.0,49100.0,3071519.0,3031060016.0,BK90
41615961,PEKING KITCHEN,Bronx,724,LYDIG AVENUE,10462.0,7188297464,Chinese,04/25/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10.0,A,04/25/2017,09/18/2019,Cycle Inspection / Re-inspection,40.854460822851,-73.866549920315,211.0,13.0,22404.0,2048796.0,2042880035.0,BX49
50094798,LA FAMILIA,Queens,5376,65TH PL,11378.0,5162973950,Spanish,07/17/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,46.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.729213568945,-73.900244719345,405.0,30.0,51500.0,4054790.0,4023740197.0,QN30
50002191,ALADDIN HOOKAH LOUNGE,Queens,2557,STEINWAY STREET,11103.0,7186852816,Middle Eastern,05/11/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11.0,A,05/11/2019,09/18/2019,Cycle Inspection / Re-inspection,40.767534596892,-73.912013892705,401.0,22.0,14300.0,4011380.0,4006840023.0,QN70
41026945,NEW DAWN RESTAURANT,Queens,4021,22 STREET,11101.0,7187865673,American,07/26/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.754339670853,-73.940578240724,401.0,26.0,3300.0,4004955.0,4004090016.0,QN68
40996365,POPEYES,Manhattan,75,LEXINGTON AVENUE,10010.0,2127257033,Chicken,05/26/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.741255862317,-73.983457715611,106.0,2.0,6800.0,1018119.0,1008810062.0,MN21
50003350,3-J RESTAURANT AND PIZZA,Bronx,554A,PROSPECT AVE,10455.0,3473461381,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/19/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,20.0,B,11/19/2018,09/18/2019,Cycle Inspection / Re-inspection,40.812394239758,-73.904411302372,202.0,17.0,8300.0,2005080.0,2026830001.0,BX33
41068312,EL ENCUENTRO RESTAURANT,Queens,3901,104 STREET,11368.0,7183960269,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/09/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.750547476856,-73.862038041679,403.0,21.0,40300.0,4442976.0,4017760078.0,QN26
50035483,CAFE KASHKAR,Brooklyn,1141,BRIGHTON BEACH AVE,11235.0,7187433832,Turkish,08/19/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,10.0,A,08/19/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.577591047209,-73.955556572692,313.0,48.0,61004.0,3245670.0,3087177501.0,BK19
50059215,LA BELLA PIZZA,Queens,4706,GREENPOINT AVE,11104.0,7183928236,Pizza,08/02/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5.0,A,08/02/2019,09/18/2019,Cycle Inspection / Re-inspection,40.742550495224,-73.917676700201,402.0,26.0,23500.0,4001514.0,4001510029.0,QN31
50034683,MAZAAR,Manhattan,137,ESSEX ST,10002.0,2122544440,Middle Eastern,06/13/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,27.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.720187541461,-73.987369947828,103.0,1.0,3001.0,1005377.0,1004110065.0,MN27
41569904,SWAGAT,Manhattan,411,AMSTERDAM AVENUE,10024.0,2123621400,Indian,12/20/2016,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",N,,,,09/18/2019,Administrative Miscellaneous / Initial Inspection,40.783557156555,-73.978008996048,107.0,6.0,16500.0,1082721.0,1012107502.0,MN12
41376986,WIMPYS RESTAURANT,Manhattan,23,EAST  109 STREET,10029.0,2123484252,American,02/01/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,9.0,A,02/01/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.795748167371,-73.94858070708399,111.0,9.0,17401.0,1051601.0,1016150014.0,MN33
41485126,OUTBACK STEAKHOUSE,Brooklyn,1475,86 STREET,11228.0,7188377200,Steak,08/23/2017,Violations were cited in the following area(s).,16D,"Posted caloric content on the menu(s), menu board(s), food tag(s) or stanchions adjacent to menu boards for drive-through windows deficient, in that the size and/or font for posted calories is not as prominent as the name of the menu item or its price.",N,,,,09/18/2019,Calorie Posting / Re-inspection,40.611555025461996,-74.009753301826,311.0,43.0,17000.0,3165656.0,3063400038.0,BK27
41611699,LONG SHOTS,Queens,11000,ROCKAWAY BOULEVARD,11420.0,7182153308,American,09/29/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,18.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.677664571163994,-73.828757893149,410.0,32.0,86400.0,4457718.0,4115430002.0,QN55
50085932,ON,Manhattan,110,MADISON AVE,10016.0,6468759141,Korean,05/09/2019,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,11.0,A,05/09/2019,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.745005416339005,-73.984972520984,105.0,4.0,7400.0,1090342.0,1008597503.0,MN17
41422482,PARKCHESTER FISH & CHIPS,Bronx,1884,ARCHER STREET,10462.0,7188282535,Seafood,05/02/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,25.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.837867900261,-73.863377744956,209.0,18.0,21602.0,2029089.0,2039370075.0,BX46
40796717,ANYWAY CAFE BAR,Brooklyn,1602,GRAVESEND NECK ROAD,11229.0,7189345988,Russian,03/19/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,30.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.595053025776,-73.95462310848501,315.0,48.0,58600.0,3200849.0,3073770054.0,BK17
50065807,HANA NOODLE STATION,Brooklyn,445,ALBEE SQ WEST,11201.0,9293784473,Chinese,08/28/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,24.0,Z,08/28/2019,09/18/2019,Cycle Inspection / Re-inspection,40.690826232689,-73.98345224546,302.0,33.0,1500.0,3397861.0,3001497501.0,BK38
50036461,THE LONG HALL,Manhattan,58,E 34TH ST,10016.0,6464550777,American,03/26/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,20.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.747513763211,-73.98240231572,105.0,2.0,7400.0,1017086.0,1008630051.0,MN17
40637864,PAM'S BAKERY,Brooklyn,4620,CHURCH AVENUE,11203.0,7187030393,Bakery,04/05/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,N,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.651560845402,-73.933985027855,317.0,45.0,86000.0,3109934.0,3049000012.0,BK91
50009452,TACOMBI,Manhattan,30,W 24TH ST,10010.0,2122423491,Mexican,11/21/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,12.0,A,11/21/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.742653721103004,-73.990205779832,105.0,3.0,5800.0,1080678.0,1008250012.0,MN13
41261148,EL VALLE RESTAURANT,Bronx,640,MELROSE AVENUE,10455.0,7185855858,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",02/22/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9.0,A,02/22/2019,09/18/2019,Cycle Inspection / Re-inspection,40.818423026005995,-73.916686480616,201.0,17.0,6700.0,2001355.0,2023740065.0,BX34
50046581,CHOCOLATE EXPRESSO BAR,Brooklyn,792,EASTERN PKWY,11213.0,7187733770,Café/Coffee/Tea,05/07/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,24.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.669362197373,-73.941735678325,309.0,35.0,33700.0,3033058.0,3012720006.0,BK61
41709142,SILVER STAR CHINESE RESTAURANT,Brooklyn,6221,18 AVENUE,11204.0,7183312799,Chinese,12/11/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,26.0,B,12/11/2017,09/18/2019,Cycle Inspection / Re-inspection,40.620695004875,-73.988577558537,311.0,47.0,24800.0,3132794.0,3055330002.0,BK28
41303762,HORCHATA,Manhattan,470,AVENUE OF THE AMERICAS,10011.0,2122438226,Mexican,02/20/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,14.0,B,02/20/2018,09/18/2019,Cycle Inspection / Re-inspection,40.735654976226,-73.99806589960801,102.0,3.0,6300.0,1080142.0,1005750003.0,MN23
50078583,COFFEED AT THE MOUNT,Queens,2510,30TH AVE,11102.0,6463093343,Café/Coffee/Tea,09/07/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,23.0,B,09/07/2018,09/18/2019,Pre-permit (Operational) / Re-inspection,40.768438427911,-73.92472414107199,401.0,22.0,7300.0,4436864.0,4005760012.0,QN71
41136985,GLACKEN'S BAR,Bronx,135,EAST  149 STREET,10451.0,7185857082,American,11/21/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,23.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.818870144188,-73.928496577747,204.0,8.0,6300.0,2001114.0,2023520053.0,BX63
50054214,GUAC,Manhattan,179,AVENUE B,10009.0,2122544822,Mexican,12/19/2018,Violations were cited in the following area(s).,15F6,,,,,,09/18/2019,Smoke-Free Air Act / Re-inspection,40.727652137381,-73.979315557977,103.0,2.0,2800.0,1004904.0,1003940003.0,MN28
41360734,GEE WHIZ,Manhattan,295,GREENWICH STREET,10007.0,2126087200,American,01/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12.0,A,01/13/2017,09/18/2019,Cycle Inspection / Re-inspection,40.716001936603,-74.011016780261,101.0,1.0,2100.0,1066187.0,1001377502.0,MN24
40394401,BAR SIX,Manhattan,502,6 AVENUE,10011.0,2126911363,French,08/22/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,33.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.736481138391,-73.997459657418,102.0,3.0,6300.0,1009611.0,1005760009.0,MN23
50050674,MCDONALD'S RESTAURANT,Bronx,1600,BOSTON RD,10460.0,7185427915,Sandwiches/Salads/Mixed Buffet,08/11/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,7.0,A,08/11/2017,09/18/2019,Cycle Inspection / Re-inspection,40.835824833929,-73.89067016562,203.0,17.0,15500.0,2010302.0,2029670042.0,BX75
