CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41486460,RIVER DELI,Brooklyn,2834,COLUMBIA PLACE,,7182549200,Italian,11/03/2018,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,4.0,A,11/03/2018,09/18/2019,Cycle Inspection / Re-inspection,0.0,0.0,,,,,3.0,
50057220,SUBWAY,Bronx,3422,JEROME AVE,10467.0,7185766031,Sandwiches,03/27/2017,Violations were cited in the following area(s).,20D,"“Choking first aid” poster not posted. “Alcohol and pregnancy” warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",N,,,,09/18/2019,Administrative Miscellaneous / Initial Inspection,40.881363144786,-73.882772852963,207.0,11.0,42100.0,2017769.0,2033270084.0,BX43
41692971,B BO SING BAKERY,Brooklyn,6625,BAY PARKWAY,11204.0,7186212722,Bakery,04/11/2017,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Y,32.0,C,04/11/2017,09/18/2019,Cycle Inspection / Re-inspection,40.612910011957,-73.982398317038,311.0,44.0,43200.0,3173250.0,3065770005.0,BK29
41612393,THE IRISH AMERICAN,Manhattan,17,JOHN STREET,10038.0,6464146224,Irish,05/12/2017,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,16.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.709908729348996,-74.008948959948,101.0,1.0,1502.0,1001216.0,1000790010.0,MN25
41512842,CHECKERS,Brooklyn,277,BROADWAY,11211.0,7183877900,Hamburgers,06/24/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13.0,A,06/24/2016,09/18/2019,Cycle Inspection / Re-inspection,40.708707663951,-73.95869341423,301.0,34.0,52500.0,3063580.0,3024600036.0,BK73
41305392,DUNKIN',Queens,13801,QUEENS BOULEVARD,11435.0,7182973062,Donuts,06/29/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,5.0,A,06/29/2018,09/18/2019,Cycle Inspection / Re-inspection,40.708708730287,-73.81851708722701,408.0,24.0,21400.0,4206515.0,4096490044.0,QN35
50083220,POKE ISLAND GRILL,Staten Island,2655,RICHMOND AVE,10314.0,9177706186,Japanese,10/11/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,56.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.582297419955,-74.169052592685,502.0,51.0,27702.0,5039658.0,5024000180.0,SI24
41662163,WOLF & LAMB,Brooklyn,1635,CONEY ISLAND AVENUE,11230.0,7186274676,Jewish/Kosher,03/18/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,31.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.617541582603,-73.963792828943,314.0,48.0,76800.0,3180755.0,3067400001.0,BK43
50033147,WEN ZHOU,Queens,4128,MAIN ST,11355.0,7187622690,Chinese,09/17/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13.0,A,09/17/2018,09/18/2019,Cycle Inspection / Re-inspection,40.757348554116,-73.829075639723,407.0,20.0,84900.0,4312192.0,4050420035.0,QN22
50044710,PATA CAFE,Queens,5614,VAN HORN ST,11373.0,9172159308,Café/Coffee/Tea,11/02/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12.0,A,11/02/2016,09/18/2019,Cycle Inspection / Re-inspection,40.732767352475,-73.87692652558,404.0,25.0,47500.0,4065452.0,4028810026.0,QN29
41624260,ZENG'S RESTAURANT,Brooklyn,950,FOURTH AVENUE,11232.0,7188327760,Chinese,01/03/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11.0,A,01/03/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.654387691429,-74.00434280039,307.0,38.0,8400.0,3010269.0,3006920046.0,BK32
41463601,JUAN VALDEZ CAFE,Manhattan,140,EAST   57 STREET,10022.0,9172890981,Café/Coffee/Tea,07/11/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12.0,A,07/11/2018,09/18/2019,Cycle Inspection / Re-inspection,40.760784537504,-73.96882608698002,106.0,4.0,11203.0,1036887.0,1013110049.0,MN19
50092055,NURLAN,Queens,4339,MAIN ST,11355.0,7184618899,Asian,05/29/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,4.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.751629577932,-73.826163250712,407.0,20.0,79701.0,4442755.0,4051400050.0,QN22
50058924,BANTER,Manhattan,169,SULLIVAN ST,10012.0,3475151449,Australian,05/20/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,45.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.727972389856,-74.00111125742501,102.0,3.0,6500.0,1008258.0,1005250032.0,MN23
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203.0,7187780023,Hamburgers,05/06/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12.0,A,05/06/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.656181203396,-73.93084488673199,317.0,41.0,86800.0,3100849.0,3046370035.0,BK96
41704189,SALVO'S,Manhattan,1477,YORK AVENUE,10075.0,6465901925,Pizza/Italian,02/10/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,10.0,A,02/10/2017,09/18/2019,Cycle Inspection / Re-inspection,40.770914609314,-73.950787805897,108.0,5.0,13200.0,1046030.0,1014730022.0,MN31
40533002,DESSEO NIGHT CLUB,Queens,5215,ROOSEVELT AVENUE,11377.0,7184585600,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/01/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,22.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.744245473857,-73.912239646968,402.0,26.0,25302.0,4030803.0,4013150076.0,QN31
50044650,GOLDEN STEAMER,Brooklyn,1964,86TH ST,11214.0,6466396289,Chinese,01/29/2018,Violations were cited in the following area(s).,03C,"Eggs found dirty/cracked; liquid, frozen or powdered eggs not pasteurized.",Y,24.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.604959714833996,-73.998861987543,311.0,47.0,28400.0,3166863.0,3063740049.0,BK28
50064134,POP CAKES  (DEKALB MARKET),Brooklyn,445,GOLD ST,11201.0,6463391442,Bakery,03/26/2019,Violations were cited in the following area(s).,18F,Permit not conspicuously displayed.,N,,,,09/18/2019,Administrative Miscellaneous / Initial Inspection,40.690826232689,-73.98345224546,302.0,33.0,1500.0,3397861.0,3001497501.0,BK38
50012006,GRAND SICHUAN,Manhattan,229,9TH AVE,10001.0,2126205200,Chinese,08/29/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,28.0,C,08/29/2017,09/18/2019,Cycle Inspection / Re-inspection,40.747235144322,-74.000790376672,104.0,3.0,9300.0,1012799.0,1007220037.0,MN13
41719158,LOBSTER HOUSE,Queens,9525,QUEENS BOULEVARD,11374.0,7188968811,Asian,11/01/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12.0,A,11/01/2016,09/18/2019,Cycle Inspection / Re-inspection,40.730597678411,-73.86363460641,406.0,29.0,71701.0,4050410.0,4020790001.0,QN18
50044101,LEE'S RESTAURANT,Brooklyn,1546,MYRTLE AVE,11237.0,7183660114,Chinese,07/30/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,51.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.699466900965,-73.91169293918,304.0,37.0,43900.0,3338497.0,3033450028.0,BK77
50078713,DOMINO'S PIZZA,Manhattan,592,COLUMBUS AVE,10024.0,2124965900,Pizza,07/10/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,22.0,B,07/10/2018,09/18/2019,Pre-permit (Operational) / Re-inspection,40.788191470186,-73.970936622672,107.0,6.0,17300.0,1032320.0,1012197501.0,MN12
41568366,VISTA SKY LOUNGE & CATERING (SHERATON FOUR POINTS),Queens,2705,39 AVENUE,11101.0,7187868500,American,11/04/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11.0,A,11/04/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.754268514017,-73.935864415854,401.0,26.0,3100.0,4539251.0,4003860033.0,QN68
40364715,OLD HOMESTEAD,Manhattan,56,9 AVENUE,10011.0,2122429040,American,08/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12.0,A,08/28/2017,09/18/2019,Cycle Inspection / Re-inspection,40.741372224356,-74.005037755098,104.0,3.0,8300.0,1013042.0,1007380080.0,MN13
40596246,GYRO KING,Bronx,2450,WALTON AVENUE,10468.0,7189336664,Greek,06/26/2018,Establishment re-closed by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12.0,,,09/18/2019,Cycle Inspection / Reopening Inspection,40.861985662315995,-73.900565396482,205.0,14.0,23900.0,2014027.0,2031840039.0,BX40
40980650,ISAAC'S COFFEE SHOP,Brooklyn,3001,AVENUE K,11210.0,7183779595,Café/Coffee/Tea,10/23/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.624402155104,-73.946274424246,318.0,45.0,74200.0,3207884.0,3076120010.0,BK58
50042177,ABDULLAH SWEETS AND RESTAURANT,Brooklyn,91,CHURCH AVE,11218.0,7187665381,Bangladeshi,10/04/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,25.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.642619130984,-73.979868107789,312.0,39.0,49600.0,3124487.0,3053320066.0,BK41
50017407,CROWN FRIED CHICKEN,Queens,8792,PARSONS BLVD,11432.0,3475925020,American,01/09/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12.0,A,01/09/2019,09/18/2019,Cycle Inspection / Re-inspection,40.707002266188,-73.802388320811,412.0,24.0,23600.0,4208935.0,4097630042.0,QN35
40362264,P & S DELI GROCERY,Manhattan,730,COLUMBUS AVENUE,10025.0,2129323030,American,07/10/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13.0,,,09/18/2019,Cycle Inspection / Compliance Inspection,40.792620635885,-73.96770961573002,107.0,6.0,18100.0,1082743.0,1012260029.0,MN12
50013450,CAFE SAHARA,Manhattan,4026,10TH AVE,10034.0,6468820169,Spanish,10/07/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8.0,A,10/07/2016,09/18/2019,Cycle Inspection / Initial Inspection,40.869246393467,-73.91543300173001,112.0,10.0,30300.0,1064887.0,1022320009.0,MN01
50014114,OLIVE GARDEN,Bronx,200,BAYCHESTER AVE,10475.0,7189311045,Italian,08/14/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5.0,A,08/14/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.865905409786,-73.830429747919,210.0,12.0,46201.0,2120098.0,2051410006.0,BX13
41363530,CAFE 104,Queens,3914,104 STREET,11368.0,7186731610,Mexican,02/23/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,26.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.750528280912,-73.862052518424,403.0,21.0,40500.0,4044385.0,4017700088.0,QN26
50037770,OASIS RESTAURANT & BAR,Bronx,4653,WHITE PLAINS RD,10470.0,7187086800,Caribbean,10/26/2018,Establishment re-opened by DOHMH,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11.0,Z,10/26/2018,09/18/2019,Cycle Inspection / Reopening Inspection,40.902792741807,-73.850926147492,212.0,11.0,41400.0,2071117.0,2050830033.0,BX62
50012031,CASCABEL TAQUERIA,Manhattan,1556,2ND AVE,10028.0,2127177800,Mexican,11/15/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,22.0,B,11/15/2016,09/18/2019,Cycle Inspection / Re-inspection,40.774470484861,-73.9542115402,108.0,5.0,13800.0,1049827.0,1015430051.0,MN32
40922958,NICE MATIN,Manhattan,201,WEST   79 STREET,10024.0,2128736423,American,04/18/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,6.0,A,04/18/2018,09/18/2019,Cycle Inspection / Initial Inspection,40.783244357926,-73.978554358542,107.0,6.0,16700.0,1032632.0,1012270029.0,MN12
50037410,WINGSTOP,Manhattan,63,W 125TH ST,10027.0,2129879464,Chicken,04/05/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13.0,A,04/05/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.807331816825,-73.944432030624,110.0,9.0,20000.0,1053498.0,1017230009.0,MN11
50040832,GOOD FRIEND RESTAURANT,Bronx,114,E BURNSIDE AVE,10453.0,7189015625,Chinese,06/18/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,61.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.852962119416,-73.90515887348501,205.0,14.0,24100.0,2007669.0,2028070059.0,BX41
40401583,EL REY DE LA CARIDAD,Manhattan,973,AMSTERDAM AVENUE,10025.0,2122227383,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/07/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,12.0,A,12/07/2016,09/18/2019,Cycle Inspection / Re-inspection,40.801488103141,-73.964924073776,107.0,7.0,19300.0,1055993.0,1018620062.0,MN09
41718393,ASTORIA COMPLEX FINE DINING,Queens,3438,38 STREET,11101.0,7187297163,American,05/14/2016,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",N,24.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.756398227044,-73.922193084406,401.0,26.0,5700.0,4009645.0,4006450010.0,QN70
50015841,19 CAFE,Brooklyn,84,MANHATTAN AVE,11206.0,7183878777,Café/Coffee/Tea,02/27/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,13.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.705232327599,-73.944593208116,301.0,34.0,50500.0,3071330.0,3030790001.0,BK90
41685035,HADJA MARLEY RESTAURANT,Brooklyn,1139,FULTON STREET,11238.0,7186367422,African,05/16/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,40.0,C,05/16/2019,09/18/2019,Cycle Inspection / Re-inspection,40.681250780151,-73.956211916011,303.0,35.0,22700.0,3057391.0,3019970046.0,BK69
41180860,BAY SUSHI,Brooklyn,29,BAY RIDGE AVENUE,11220.0,7188363083,Japanese,07/11/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.63842985059,-74.034705238692,310.0,43.0,3400.0,3144973.0,3058590164.0,BK31
41719784,GANGNAM STYLE,Queens,4007,150 STREET,11354.0,7188880524,Korean,02/14/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.763465666655,-73.814320592605,407.0,20.0,116700.0,4114088.0,4050340019.0,QN51
50058095,TEXAS CHICKEN & BURGERS,Brooklyn,521,OCEAN AVE,11226.0,7188262493,Chicken,07/31/2017,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",N,,,,09/18/2019,Calorie Posting / Initial Inspection,40.649860468666,-73.960957098708,314.0,40.0,51002.0,3117136.0,3051010001.0,BK42
50000418,MILK & PULL CAFE,Brooklyn,181,IRVING AVE,11237.0,9173865873,Café/Coffee/Tea,01/08/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,16.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.701981424512,-73.919577160345,304.0,37.0,44300.0,3074221.0,3032590003.0,BK77
50094182,SUBWAY,Queens,21925,N CONDUIT AVE,11413.0,9174455726,Sandwiches,08/26/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9.0,,,09/18/2019,Pre-permit (Operational) / Compliance Inspection,40.666420819527,-73.75679486726901,413.0,31.0,32800.0,4542031.0,4130850020.0,QN66
50041578,33,Brooklyn,33,LAFAYETTE AVE,11217.0,9179874073,American,02/17/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.686883754876,-73.97765879228001,302.0,35.0,3300.0,3059179.0,3021080019.0,BK68
50046593,SAINT JULIVERT FISHERIE,Brooklyn,264,CLINTON ST,11201.0,3479873710,Seafood,02/14/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,12.0,A,02/14/2017,09/18/2019,Cycle Inspection / Re-inspection,40.687805344609,-73.995543235059,306.0,39.0,4500.0,3003232.0,3003010024.0,BK33
50046460,LIN'S GARDEN,Brooklyn,175,4TH AVE,11217.0,7183991666,Chinese,04/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.678521232789,-73.982276379676,306.0,39.0,13100.0,3019528.0,3009490010.0,BK37
41572121,LUKE'S PIZZA,Bronx,1226,SOUTHERN BOULEVARD,10459.0,7186187053,Pizza,12/27/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.829205657999,-73.891873536135,203.0,17.0,12500.0,2120529.0,2029790011.0,BX35
41580873,JOLIE CANTINA,Brooklyn,241,SMITH STREET,11231.0,7184880777,French,07/18/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,22.0,Z,07/18/2019,09/18/2019,Cycle Inspection / Re-inspection,40.683630387301,-73.992547286275,306.0,33.0,6900.0,3006540.0,3004090001.0,BK38
41218954,MARIACHI TACO,Brooklyn,3428,FULTON STREET,11208.0,7182358880,Tex-Mex,12/21/2017,No violations were recorded at the time of this inspection.,,,,,,,09/18/2019,Administrative Miscellaneous / Initial Inspection,40.684500150774,-73.869152093194,305.0,37.0,118400.0,3092961.0,3041500026.0,BK83
40392872,MOLLY'S,Manhattan,287,3 AVENUE,10010.0,2128893361,Irish,01/22/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,13.0,A,01/22/2018,09/18/2019,Cycle Inspection / Re-inspection,40.738373862010995,-73.983465650986,106.0,2.0,6400.0,1019650.0,1009030003.0,MN21
50079188,VIN SUR VINGT,Manhattan,100,RIVERSIDE BLVD,10069.0,6467799683,French,06/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,29.0,N,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.776038174704,-73.989684535914,107.0,6.0,15100.0,1087705.0,1011717505.0,MN14
50032749,JERRY'S COFFEE SHOP,Bronx,970,LONGWOOD AVE,10459.0,7188238073,Sandwiches,10/03/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,28.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.817367711552,-73.89802023184801,202.0,8.0,8500.0,2005569.0,2027080046.0,BX33
50067920,HANG LUNG PICA POLLO,Manhattan,1608,SAINT NICHOLAS AVE,10040.0,2129271525,Chinese,07/09/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,17.0,B,07/09/2018,09/18/2019,Cycle Inspection / Re-inspection,40.855197321727,-73.929415323836,112.0,10.0,27700.0,1063863.0,1021610001.0,MN35
40395480,BROADWAY STATION,Queens,3009,BROADWAY,11106.0,7185455869,American,12/23/2015,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,8.0,A,12/23/2015,09/18/2019,Cycle Inspection / Initial Inspection,40.76227179415,-73.92601263241201,401.0,22.0,6100.0,4007514.0,4005890005.0,QN70
40596549,POLLOS A LA BARASA MARIO,Queens,4019,BROADWAY,11103.0,7189322424,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/16/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,19.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.758871630061996,-73.918771835688,401.0,22.0,15500.0,4011093.0,4006780001.0,QN70
50037645,JOE'S PIZZA,Brooklyn,216,BEDFORD AVE,11249.0,7183882216,Pizza,11/17/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9.0,A,11/17/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.71680752842,-73.958832669904,301.0,33.0,55300.0,3062194.0,3023350028.0,BK73
50058620,ANGELINA'S KITCHEN,Staten Island,280,MARSH AVE,10314.0,7186982000,Italian,02/15/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23.0,,,09/18/2019,Pre-permit (Operational) / Initial Inspection,40.577141721981,-74.164064560974,502.0,51.0,27702.0,5039659.0,5024000300.0,SI24
50069772,BELLA PIZZA,Bronx,19,W FORDHAM RD,10468.0,7188727206,Pizza,03/28/2019,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Y,13.0,A,03/28/2019,09/18/2019,Cycle Inspection / Initial Inspection,40.86276910537,-73.90195611961799,207.0,14.0,26500.0,2014355.0,2032000001.0,BX30
41378125,PUNTO DE SABOR,Manhattan,1464,ST NICHOLAS AVENUE,10033.0,2129282298,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/02/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,20.0,B,06/02/2017,09/18/2019,Cycle Inspection / Re-inspection,40.850722625298,-73.932687746593,112.0,10.0,26900.0,1063672.0,1021540068.0,MN35
41481717,PJ RESTAURANT & BAKERY,Brooklyn,1339,ST JOHNS PLACE,11213.0,7183632450,Caribbean,09/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12.0,A,09/13/2019,09/18/2019,Cycle Inspection / Re-inspection,40.670766235102,-73.934279569583,308.0,35.0,35300.0,3036765.0,3013770037.0,BK61
41511781,LE PAIN QUOTIDIEN,Manhattan,65,BLEECKER STREET,10012.0,6467974922,Bakery,09/12/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8.0,,,09/18/2019,Cycle Inspection / Initial Inspection,40.726196430021,-73.99517265370599,102.0,1.0,5502.0,1008454.0,1005290072.0,MN23
41571795,KUM FUNG KITCHEN,Staten Island,838,BAY STREET,10304.0,7187278888,Chinese,01/19/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,12.0,A,01/19/2017,09/18/2019,Cycle Inspection / Initial Inspection,40.621940942041995,-74.07214176827699,501.0,49.0,4000.0,5042341.0,5028360024.0,SI08
